myanmar,mlcts,syllable_count,myanmar_syllables,mlcts_syllables
ကင်ပျစ်,kangpyac,2,ကင်|ပျစ်,kang|pyac
ကင်ပွန်း,kangpwan:,2,ကင်|ပွန်း,kang|pwan:
ကင်ပွန်း,kangpwan:,2,ကင်|ပွန်း,kang|pwan:
ကင်ပွန်းတပ်,kangpwan:tap,3,ကင်|ပွန်း|တပ်,kang|pwan:|tap
ကင်ပွန်းတပ်,kangpwan:tap,3,ကင်|ပွန်း|တပ်,kang|pwan:|tap
ကင်ပွန်းတပ်,kangpwan:tap,3,ကင်|ပွန်း|တပ်,kang|pwan:|tap
ကင်မရာ,kangma.ra,3,ကင်|မ|ရာ,kang|ma.|ra
ကင်းကွာ,kang:kwa,2,ကင်း|ကွာ,kang:|kwa
ကင်းခြေများ,kang:hkremya:,3,ကင်း|ခြေ|များ,kang:|hkre|mya:
ကင်းငြိမ်း,kang:ngrim:,2,ကင်း|ငြိမ်း,kang:|ngrim:
ကင်းစင်,kang:cang,2,ကင်း|စင်,kang:|cang
ကင်းစမ်းထိုး,kang:cam:htui:,3,ကင်း|စမ်း|ထိုး,kang:|cam:|htui:
ကင်းစမ်းလေ,kang:cam:le,3,ကင်း|စမ်း|လေ,kang:|cam:|le
ကင်းစီး,kang:ci:,2,ကင်း|စီး,kang:|ci:
ကင်းစုန်း,kang:cun:,2,ကင်း|စုန်း,kang:|cun:
ကင်းစောင့်,kang:caung.,2,ကင်း|စောင့်,kang:|caung.
ကင်းစောင့်,kang:caung.,2,ကင်း|စောင့်,kang:|caung.
ကင်းတို,kang:tui,2,ကင်း|တို,kang:|tui
ကင်းတဲ,kang:tai:,2,ကင်း|တဲ,kang:|tai:
ကင်းထောက်,kang:htauk,2,ကင်း|ထောက်,kang:|htauk
ကင်းထောက်လေယာဉ်,kang:htaukleyany,4,ကင်း|ထောက်|လေ|ယာဉ်,kang:|htauk|le|yany
ကင်းနားသန်,kang:na:san,3,ကင်း|နား|သန်,kang:|na:|san
ကင်းပ,kang:pa.,2,ကင်း|ပ,kang:|pa.
ကင်းပုစွန်,kang:pu.cwan,3,ကင်း|ပု|စွန်,kang:|pu.|cwan
ကင်းပုန်း,kang:pun:,2,ကင်း|ပုန်း,kang:|pun:
ကင်းပုံ,kang:pum,2,ကင်း|ပုံ,kang:|pum
ကင်းဗတ်,kang:bat,2,ကင်း|ဗတ်,kang:|bat
ကင်းမလက်မည်း,kang:ma.lakmany:,4,ကင်း|မ|လက်|မည်း,kang:|ma.|lak|many:
ကင်းမြီးကောက်,kang:mri:kauk,3,ကင်း|မြီး|ကောက်,kang:|mri:|kauk
ကင်းမြီးကောက်ထောင်,kang:mri:kaukhtaung,4,ကင်း|မြီး|ကောက်|ထောင်,kang:|mri:|kauk|htaung
ကင်းမွန်,kang:mwan,2,ကင်း|မွန်,kang:|mwan
ကင်းရှင်း,kang:hrang:,2,ကင်း|ရှင်း,kang:|hrang:
ကင်းရှည်,kang:hrany,2,ကင်း|ရှည်,kang:|hrany
ကင်းလိပ်ချော,kang:lip'hkyau:,3,ကင်း|လိပ်|ချော,kang:|lip'|hkyau:
ကင်းလွတ်,kang:lwat,2,ကင်း|လွတ်,kang:|lwat
ကင်းလွတ်ကုန်,kang:lwatkun,3,ကင်း|လွတ်|ကုန်,kang:|lwat|kun
ကင်းလွတ်ခွင့်,kang:lwathkwang.,3,ကင်း|လွတ်|ခွင့်,kang:|lwat|hkwang.
ကင်းလှည့်,kang:hlany.,2,ကင်း|လှည့်,kang:|hlany.
ကင်းဝပ်,kang:wap,2,ကင်း|ဝပ်,kang:|wap
ကင်းဝေး,kang:we:,2,ကင်း|ဝေး,kang:|we:
ကင်းသမား,kang:sa.ma:,3,ကင်း|သ|မား,kang:|sa.|ma:
ကစ္စည်း,ka.cany:,2,ကစ်|စည်း,kac|cany:
ကဏ္ဋကောစ,ka.ta.kau:ca.,4,ကဏ်|ဋ|ကော|စ,kak|ta.|kau:|ca.
ကဏ္ဌဇ,ka.hta.ja.,3,ကဏ်|ဌ|ဇ,kak|hta.|ja.
ကဏ္ဌဌာန်,ka.hta.htan,3,ကဏ်|ဌ|ဌာန်,kak|hta.|htan
ကဏ္ဍ,ka.da.,2,ကဏ်|ဍ,kak|da.
ကဏ္ဍ,ka.da.,2,ကဏ်|ဍ,kak|da.
ကဏ္ဏသုခ,ka.na.su.hka.,4,ကဏ်|ဏ|သု|ခ,kak|na.|su.|hka.
ကတ်ကတ်ကုတ်ကုတ်,katkatkutkut,4,ကတ်|ကတ်|ကုတ်|ကုတ်,kat|kat|kut|kut
ကတ်ကတ်သတ်သတ်,katkatsatsat,4,ကတ်|ကတ်|သတ်|သတ်,kat|kat|sat|sat
ကတ်ကြေး,katkre:,2,ကတ်|ကြေး,kat|kre:
ကတ်ကြေးကိုက်,katkre:kuik,3,ကတ်|ကြေး|ကိုက်,kat|kre:|kuik
ကတ္တရသင်္ချေ,ka.ta.ra.sanghkye,5,ကတ်|တ|ရ|သင်|ချေ,kat|ta.|ra.|sang|hkye
ကတ္တရာ,ka.ta.ra,3,ကတ်|တ|ရာ,kat|ta.|ra
ကတ္တရာစေး,ka.ta.race:,4,ကတ်|တ|ရာ|စေး,kat|ta.|ra|ce:
ကတ္တရီ,ka.ta.ri,3,ကတ်|တ|ရီ,kat|ta.|ri
ကတ္တဝါ,ka.ta.wa,3,ကတ်|တ|ဝါ,kat|ta.|wa
ကတ္တား,ka.ta:,2,ကတ်|တား,kat|ta:
ကတ္တားခြား,ka.ta:hkra:,3,ကတ်|တား|ခြား,kat|ta:|hkra:
ကတ္တိမသား,ka.ti.ma.sa:,4,ကတ်|တိ|မ|သား,kat|ti.|ma.|sa:
ကတ္တီပါ,ka.tipa,3,ကတ်|တီ|ပါ,kat|ti|pa
ကတ်တီးကတ်ဖဲ့,katti:kathpai.,4,ကတ်|တီး|ကတ်|ဖဲ့,kat|ti:|kat|hpai.
ကတ္တူ,ka.tu,2,ကတ်|တူ,kat|tu
ကတ်ထူဖုံး,kathtuhpum:,3,ကတ်|ထူ|ဖုံး,kat|htu|hpum:
ကတ်ပြား,katpra:,2,ကတ်|ပြား,kat|pra:
ကတ်ဖို,kathpui,2,ကတ်|ဖို,kat|hpui
ကတ်ဖိုကတ်မ,kathpuikatma.,4,ကတ်|ဖို|ကတ်|မ,kat|hpui|kat|ma.
ကတ်ဖဲ့,kathpai.,2,ကတ်|ဖဲ့,kat|hpai.
ကတ်သီးကတ်သတ်,katsi:katsat,4,ကတ်|သီး|ကတ်|သတ်,kat|si:|kat|sat
ကန့်ကလာ,kan.ka.la,3,ကန့်|က|လာ,kan.|ka.|la
ကန့်ကွက်,kan.kwak,2,ကန့်|ကွက်,kan.|kwak
ကန့်ကွက်လွှာ,kan.kwakhlwa,3,ကန့်|ကွက်|လွှာ,kan.|kwak|hlwa
ကန့်ချုပ်,kan.hkyup,2,ကန့်|ချုပ်,kan.|hkyup
ကန့်ချုပ်ညို,kan.hkyupnyui,3,ကန့်|ချုပ်|ညို,kan.|hkyup|nyui
ကန့်ချုပ်နီ,kan.hkyupni,3,ကန့်|ချုပ်|နီ,kan.|hkyup|ni
ကန့်ချုပ်ပြာ,kan.hkyuppra,3,ကန့်|ချုပ်|ပြာ,kan.|hkyup|pra
ကန့်ချုပ်ဖြူ,kan.hkyuphpru,3,ကန့်|ချုပ်|ဖြူ,kan.|hkyup|hpru
ကန့်ထောက်,kan.htauk,2,ကန့်|ထောက်,kan.|htauk
ကန့်ပလူ,kan.pa.lu,3,ကန့်|ပ|လူ,kan.|pa.|lu
ကန့်လန့်,kan.lan.,2,ကန့်|လန့်,kan.|lan.
ကန့်လန့်,kan.lan.,2,ကန့်|လန့်,kan.|lan.
ကန့်လန့်ကန့်လန့်,kan.lan.kan.lan.,4,ကန့်|လန့်|ကန့်|လန့်,kan.|lan.|kan.|lan.
ကန့်လန့်ကာ,kan.lan.ka,3,ကန့်|လန့်|ကာ,kan.|lan.|ka
ကန့်လန့်ကာချ,kan.lan.kahkya.,4,ကန့်|လန့်|ကာ|ချ,kan.|lan.|ka|hkya.
ကန့်လန့်ကျင်,kan.lan.kyang,3,ကန့်|လန့်|ကျင်,kan.|lan.|kyang
ကန့်လန့်ချ,kan.lan.hkya.,3,ကန့်|လန့်|ချ,kan.|lan.|hkya.
ကန့်လန့်တိုက်,kan.lan.tuik,3,ကန့်|လန့်|တိုက်,kan.|lan.|tuik
ကန့်လန့်တိုက်,kan.lan.tuik,3,ကန့်|လန့်|တိုက်,kan.|lan.|tuik
ကန့်လန့်ထိုး,kan.lan.htui:,3,ကန့်|လန့်|ထိုး,kan.|lan.|htui:
ကန့်လန့်ဖြတ်,kan.lan.hprat,3,ကန့်|လန့်|ဖြတ်,kan.|lan.|hprat
ကန့်လန့်ဖြတ်မျဉ်း,kan.lan.hpratmyany:,4,ကန့်|လန့်|ဖြတ်|မျဉ်း,kan.|lan.|hprat|myany:
ကန့်လန့်သမား,kan.lan.sa.ma:,4,ကန့်|လန့်|သ|မား,kan.|lan.|sa.|ma:
ကန့်သတ်,kan.sat,2,ကန့်|သတ်,kan.|sat
ကန့်သတ်ကုန်,kan.satkun,3,ကန့်|သတ်|ကုန်,kan.|sat|kun
ကန့်သတ်စစ်ပွဲ,kan.satcacpwai:,4,ကန့်|သတ်|စစ်|ပွဲ,kan.|sat|cac|pwai:
ကန့်သတ်ဈေး,kan.satjhe:,3,ကန့်|သတ်|ဈေး,kan.|sat|jhe:
ကန့်အိတ်,kan.it,2,ကန့်|အိတ်,kan.|it
ကန်ကျောက်,kankyauk,2,ကန်|ကျောက်,kan|kyauk
ကန်ကြိုးဆက်,kankrui:hcak,3,ကန်|ကြိုး|ဆက်,kan|krui:|hcak
ကန်စွန်း,kancwan:,2,ကန်|စွန်း,kan|cwan:
ကန်စွန်းကြီး,kancwan:kri:,3,ကန်|စွန်း|ကြီး,kan|cwan:|kri:
ကန်စွန်းဥ,kancwan:u.,3,ကန်|စွန်း|ဥ,kan|cwan:|u.
ကန္တာရ,ka.tara.,3,ကန်|တာ|ရ,kan|ta|ra.
ကန္တာရရာသီဥတု,ka.tara.rasiu.tu.,7,ကန်|တာ|ရ|ရာ|သီ|ဥ|တု,kan|ta|ra.|ra|si|u.|tu.
ကန္တိဂုဏ်,ka.ti.gun,3,ကန်|တိ|ဂုဏ်,kan|ti.|gun
ကန်တော့,kantau.,2,ကန်|တော့,kan|tau.
ကန်တော့ဆွမ်း,kantau.hcwam:,3,ကန်|တော့|ဆွမ်း,kan|tau.|hcwam:
ကန်တော့ပွဲ,kantau.pwai:,3,ကန်|တော့|ပွဲ,kan|tau.|pwai:
ကန်ထရိုက်,kanhta.ruik,3,ကန်|ထ|ရိုက်,kan|hta.|ruik
ကန်ထရိုက်ဆွဲ,kanhta.ruikhcwai:,4,ကန်|ထ|ရိုက်|ဆွဲ,kan|hta.|ruik|hcwai:
ကန်ပိုင်,kanpuing,2,ကန်|ပိုင်,kan|puing
ကန်ပေါင်,kanpaung,2,ကန်|ပေါင်,kan|paung
ကန်သင်း,kansang:,2,ကန်|သင်း,kan|sang:
ကန်သင်း,kansang:,2,ကန်|သင်း,kan|sang:
ကန်သင်းဆွဲ,kansang:hcwai:,3,ကန်|သင်း|ဆွဲ,kan|sang:|hcwai:
ကန်းမ,kan:ma.,2,ကန်း|မ,kan:|ma.
ကပ်ကလူ,kapka.lu,3,ကပ်|က|လူ,kap|ka.|lu
ကပ်ကိုး,kapkui:,2,ကပ်|ကိုး,kap|kui:
ကပ်ကျော်,kapkyau,2,ကပ်|ကျော်,kap|kyau
ကပ်ကြီးသုံးပါး,kapkri:sum:pa:,4,ကပ်|ကြီး|သုံး|ပါး,kap|kri:|sum:|pa:
ကပ်ချွဲ,kaphkywai:,2,ကပ်|ချွဲ,kap|hkywai:
ကပ်ငြိ,kapngri.,2,ကပ်|ငြိ,kap|ngri.
ကပ်စေးကပ်စေး,kapce:kapce:,4,ကပ်|စေး|ကပ်|စေး,kap|ce:|kap|ce:
ကပ်စေးနှဲ,kapce:hnai:,3,ကပ်|စေး|နှဲ,kap|ce:|hnai:
ကပ်စေးနှဲ,kapce:hnai:,3,ကပ်|စေး|နှဲ,kap|ce:|hnai:
ကပ်ဆိုက်,kaphcuik,2,ကပ်|ဆိုက်,kap|hcuik
ကပ်ဆေး,kaphce:,2,ကပ်|ဆေး,kap|hce:
ကပ်တိုက်,kaptuik,2,ကပ်|တိုက်,kap|tuik
ကပ်နာ,kapna,2,ကပ်|နာ,kap|na
ကပ္ပနာ,ka.pa.na,3,ကပ်|ပ|နာ,kap|pa.|na
ကပ္ပဗိန္ဒု,ka.pa.bi.du.,4,ကပ်|ပ|ဗိန်|ဒု,kap|pa.|bin|du.
ကပ္ပလီ,ka.pa.li,3,ကပ်|ပ|လီ,kap|pa.|li
ကပ္ပဋ္ဌီတိလေးပါး,ka.pa.htiti.le:pa:,6,ကပ်|ပဋ်|ဌီ|တိ|လေး|ပါး,kap|pak|hti|ti.|le:|pa:
ကပ်ပယ်,kappai,2,ကပ်|ပယ်,kap|pai
ကပ်ပယ်အိတ်,kappaiit,3,ကပ်|ပယ်|အိတ်,kap|pai|it
ကပ်ပါး,kappa:,2,ကပ်|ပါး,kap|pa:
ကပ်ပါးရပ်ပါး,kappa:rappa:,4,ကပ်|ပါး|ရပ်|ပါး,kap|pa:|rap|pa:
ကပ္ပိ,ka.pi.,2,ကပ်|ပိ,kap|pi.
ကပ္ပိယ,ka.pi.ya.,3,ကပ်|ပိ|ယ,kap|pi.|ya.
ကပ္ပီတန်,ka.pitan,3,ကပ်|ပီ|တန်,kap|pi|tan
ကပ်ပြုမိုး,kappru.mui:,3,ကပ်|ပြု|မိုး,kap|pru.|mui:
ကပ်မြှောင်,kaphmraung,2,ကပ်|မြှောင်,kap|hmraung
ကပ်ရပ်,kaprap,2,ကပ်|ရပ်,kap|rap
ကပ်လှူ,kaphlu,2,ကပ်|လှူ,kap|hlu
ကပ်အိတ်,kapit,2,ကပ်|အိတ်,kap|it
ကမ္ပလွေ,ka.pa.lwe,3,ကမ်|ပ|လွေ,kam|pa.|lwe
ကမ္ပည်း,ka.pany:,2,ကမ်|ပည်း,kam|pany:
ကမ္ပည်းထိုး,ka.pany:htui:,3,ကမ်|ပည်း|ထိုး,kam|pany:|htui:
ကမ္ပတ်,ka.pat,2,ကမ်|ပတ်,kam|pat
ကမ္ပတ်,ka.pat,2,ကမ်|ပတ်,kam|pat
ကမ္ဗလာ,ka.ba.la,3,ကမ်|ဗ|လာ,kam|ba.|la
ကမ္ဘာ,ka.bha,2,ကမ်|ဘာ,kam|bha
ကမ္ဘာကျော်,ka.bhakyau,3,ကမ်|ဘာ|ကျော်,kam|bha|kyau
ကမ္ဘာဂြိုဟ်,ka.bhagrui,3,ကမ်|ဘာ|ဂြိုဟ်,kam|bha|grui
ကမ္ဘာစစ်,ka.bhacac,3,ကမ်|ဘာ|စစ်,kam|bha|cac
ကမ္ဘာနာ,ka.bhana,3,ကမ်|ဘာ|နာ,kam|bha|na
ကမ္ဘာပြုမိုး,ka.bhapru.mui:,4,ကမ်|ဘာ|ပြု|မိုး,kam|bha|pru.|mui:
ကမ္ဘာရန်,ka.bharan,3,ကမ်|ဘာ|ရန်,kam|bha|ran
ကမ္ဘာလုံး,ka.bhalum:,3,ကမ်|ဘာ|လုံး,kam|bha|lum:
ကမ္ဘာလုံးခြမ်း,ka.bhalum:hkram:,4,ကမ်|ဘာ|လုံး|ခြမ်း,kam|bha|lum:|hkram:
ကမ္ဘာလောက,ka.bhalau:ka.,4,ကမ်|ဘာ|လော|က,kam|bha|lau:|ka.
ကမ္ဘာလေးရပ်,ka.bhale:rap,4,ကမ်|ဘာ|လေး|ရပ်,kam|bha|le:|rap
ကမ်ဘာလှည့်ခရီးသည်,kambhahlany.hka.ri:sany,6,ကမ်|ဘာ|လှည့်|ခ|ရီး|သည်,kam|bha|hlany.|hka.|ri:|sany
ကမ္ဘာ့ဈေးကွက်,ka.bha.jhe:kwak,4,ကမ်|ဘာ့|ဈေး|ကွက်,kam|bha.|jhe:|kwak
ကမ္ဘာ့ရက်သတ်မျဉ်း,ka.bha.raksatmyany:,5,ကမ်|ဘာ့|ရက်|သတ်|မျဉ်း,kam|bha.|rak|sat|myany:
ကမ္မဇရုပ်,ka.ma.ja.rup,4,ကမ်|မ|ဇ|ရုပ်,kam|ma.|ja.|rup
ကမ္မဇလေ,ka.ma.ja.le,4,ကမ်|မ|ဇ|လေ,kam|ma.|ja.|le
ကမ္မဇိဒ္ဓိ,ka.ma.ji.dhi.,4,ကမ်|မ|ဇိဒ်|ဓိ,kam|ma.|ji.|dhi.
ကမ္မဝဋ်,ka.ma.wak,3,ကမ်|မ|ဝဋ်,kam|ma.|wak
ကမ္မဝါ,ka.ma.wa,3,ကမ်|မ|ဝါ,kam|ma.|wa
ကမ္မသကာ,ka.ma.sa.ka,4,ကမ်|မ|သ|ကာ,kam|ma.|sa.|ka
ကမ္မသကာထား,ka.ma.sa.kahta:,5,ကမ်|မ|သ|ကာ|ထား,kam|ma.|sa.|ka|hta:
ကမ္မဋ္ဌာန်း,ka.ma.htan:,3,ကမ်|မဋ်|ဌာန်း,kam|mak|htan:
ကမ္မဋ္ဌာန်းထိုင်,ka.ma.htan:htuing,4,ကမ်|မဋ်|ဌာန်း|ထိုင်,kam|mak|htan:|htuing
ကမ်းကုန်,kam:kun,2,ကမ်း|ကုန်,kam:|kun
ကမ်းကုန်အောင်,kam:kunaung,3,ကမ်း|ကုန်|အောင်,kam:|kun|aung
ကမ်းခြေ,kam:hkre,2,ကမ်း|ခြေ,kam:|hkre
ကမ်းခြေစောင့်တပ်,kam:hkrecaung.tap,4,ကမ်း|ခြေ|စောင့်|တပ်,kam:|hkre|caung.|tap
ကမ်းစပ်,kam:cap,2,ကမ်း|စပ်,kam:|cap
ကမ်းတက်,kam:tak,2,ကမ်း|တက်,kam:|tak
ကမ်းတက်သင်္ဘော,kam:taksangbhau:,4,ကမ်း|တက်|သင်|ဘော,kam:|tak|sang|bhau:
ကမ်းတင်,kam:tang,2,ကမ်း|တင်,kam:|tang
ကမ်းထိုးရေယာဉ်,kam:htui:reyany,4,ကမ်း|ထိုး|ရေ|ယာဉ်,kam:|htui:|re|yany
ကမ်းနဖူး,kam:na.hpu:,3,ကမ်း|န|ဖူး,kam:|na.|hpu:
ကမ်းနား,kam:na:,2,ကမ်း|နား,kam:|na:
ကမ်းပါး,kam:pa:,2,ကမ်း|ပါး,kam:|pa:
ကမ်းပါး,kam:pa:,2,ကမ်း|ပါး,kam:|pa:
ကမ်းပါးပြို,kam:pa:prui,3,ကမ်း|ပါး|ပြို,kam:|pa:|prui
ကမ်းပါးယံ,kam:pa:yam,3,ကမ်း|ပါး|ယံ,kam:|pa:|yam
ကမ်းပြို,kam:prui,2,ကမ်း|ပြို,kam:|prui
ကမ်းပြိုထိုး,kam:pruihtui:,3,ကမ်း|ပြို|ထိုး,kam:|prui|htui:
ကမ်းမြောင်ဒေသ,kam:mraungdesa.,4,ကမ်း|မြောင်|ဒေ|သ,kam:|mraung|de|sa.
ကမ်းယပ်,kam:yap,2,ကမ်း|ယပ်,kam:|yap
ကမ်းယံ,kam:yam,2,ကမ်း|ယံ,kam:|yam
ကမ်းရိုးတန်း,kam:rui:tan:,3,ကမ်း|ရိုး|တန်း,kam:|rui:|tan:
ကမ်းလွန်,kam:lwan,2,ကမ်း|လွန်,kam:|lwan
ကမ်းလှမ်း,kam:hlam:,2,ကမ်း|လှမ်း,kam:|hlam:
ကမ်းဦးရေတိမ်ပိုင်း,ka.retimpuing:,5,ကမ်း|ဦး|ရေ|တိမ်|ပိုင်း,kam:|u|re|tim|puing:
ကယ်ဆယ်,kaihcai,2,ကယ်|ဆယ်,kai|hcai
ကယ်ဆယ်ရေးရန်ပုံငွေ,kaihcaire:ranpumngwe,6,ကယ်|ဆယ်|ရေး|ရန်|ပုံ|ငွေ,kai|hcai|re:|ran|pum|ngwe
ကယ်တင်,kaitang,2,ကယ်|တင်,kai|tang
ကယ်တင်ရှင်,kaitanghrang,3,ကယ်|တင်|ရှင်,kai|tang|hrang
ကယ်ပါ,kaipa,2,ကယ်|ပါ,kai|pa
ကယ်ပေါက်,kaipauk,2,ကယ်|ပေါက်,kai|pauk
ကယ်မ,kaima.,2,ကယ်|မ,kai|ma.
ကယ်လောင်း,kailaung:,2,ကယ်|လောင်း,kai|laung:
ကာက,kaka.,2,ကာ|က,ka|ka.
ကာကာဆိုင်,kakahcuing,3,ကာ|ကာ|ဆိုင်,ka|ka|hcuing
ကာကီ,kaki,2,ကာ|ကီ,ka|ki
ကာကျူပွတ်,kakyupwat,3,ကာ|ကျူ|ပွတ်,ka|kyu|pwat
ကာကွယ်,kakwai,2,ကာ|ကွယ်,ka|kwai
ကာကွယ်ဆေး,kakwaihce:,3,ကာ|ကွယ်|ဆေး,ka|kwai|hce:
ကာကွယ်ဆေးထိုး,kakwaihce:htui:,4,ကာ|ကွယ်|ဆေး|ထိုး,ka|kwai|hce:|htui:
ကာကွယ်ရေး,kakwaire:,3,ကာ|ကွယ်|ရေး,ka|kwai|re:
ကာကွယ်ရေးဦးစီးချုပ်,kakwaire:ci:hkyup,6,ကာ|ကွယ်|ရေး|ဦး|စီး|ချုပ်,ka|kwai|re:|u|ci:|hkyup
ကာချင်း,kahkyang:,2,ကာ|ချင်း,ka|hkyang:
ကာချယ်,kahkyai,2,ကာ|ချယ်,ka|hkyai
ကာဆီး,kahci:,2,ကာ|ဆီး,ka|hci:
ကာဆွဲပေါက်,kahcwai:pauk,3,ကာ|ဆွဲ|ပေါက်,ka|hcwai:|pauk
ကာတွန်း,katwan:,2,ကာ|တွန်း,ka|twan:
ကာပြန်,kapran,2,ကာ|ပြန်,ka|pran
ကာဗွန်,kabwan,2,ကာ|ဗွန်,ka|bwan
ကာဗွန်စက္ကူ,kabwanca.ku,4,ကာ|ဗွန်|စက်|ကူ,ka|bwan|cak|ku
ကာဘိုင်,kabhuing,2,ကာ|ဘိုင်,ka|bhuing
ကာဘော်လစ်ဆီ,kabhaulachci,4,ကာ|ဘော်|လစ်|ဆီ,ka|bhau|lac|hci
ကာမ,kama.,2,ကာ|မ,ka|ma.
ကာမဂုဏ်,kama.gun,3,ကာ|မ|ဂုဏ်,ka|ma.|gun
ကာမပိုင်,kama.puing,3,ကာ|မ|ပိုင်,ka|ma.|puing
ကာမဘုံ,kama.bhum,3,ကာ|မ|ဘုံ,ka|ma.|bhum
ကာမတ္တ,kama.ta.,3,ကာ|မတ်|တ,ka|mat|ta.
ကာမိ,kami.,2,ကာ|မိ,ka|mi.
ကာယ,kaya.,2,ကာ|ယ,ka|ya.
ကာယကံ,kaya.kam,3,ကာ|ယ|ကံ,ka|ya.|kam
ကာယကံမြောက်,kaya.kammrauk,4,ကာ|ယ|ကံ|မြောက်,ka|ya.|kam|mrauk
ကာယကံရှင်,kaya.kamhrang,4,ကာ|ယ|ကံ|ရှင်,ka|ya.|kam|hrang
ကာယပညာ,kaya.pa.nya,4,ကာ|ယ|ပ|ညာ,ka|ya.|pa.|nya
ကာယဗလ,kaya.ba.la.,4,ကာ|ယ|ဗ|လ,ka|ya.|ba.|la.
ကာယလုပ်သား,kaya.lupsa:,4,ကာ|ယ|လုပ်|သား,ka|ya.|lup|sa:
ကာယိန္ဒြေ,kayi.dre,3,ကာ|ယိန်|ဒြေ,ka|yin|dre
ကာရက,kara.ka.,3,ကာ|ရ|က,ka|ra.|ka.
ကာရန်,karan,2,ကာ|ရန်,ka|ran
ကာရန်မဲ့ကဗျာ,karanmai.ka.bya,5,ကာ|ရန်|မဲ့|က|ဗျာ,ka|ran|mai.|ka.|bya
ကာရန်သင့်,karansang.,3,ကာ|ရန်|သင့်,ka|ran|sang.
ကာရိုက်ကြိယာ,karuikkri.ya,4,ကာ|ရိုက်|ကြိ|ယာ,ka|ruik|kri.|ya
ကာလ,kala.,2,ကာ|လ,ka|la.
ကာလစကား,kala.ca.ka:,4,ကာ|လ|စ|ကား,ka|la.|ca.|ka:
ကာလတန်ဖိုး,kala.tanhpui:,4,ကာ|လ|တန်|ဖိုး,ka|la.|tan|hpui:
ကာလနဂါး,kala.na.ga:,4,ကာ|လ|န|ဂါး,ka|la.|na.|ga:
ကာလနာ,kala.na,3,ကာ|လ|နာ,ka|la.|na
ကာလပေါက်ဈေး,kala.paukjhe:,4,ကာ|လ|ပေါက်|ဈေး,ka|la.|pauk|jhe:
ကာလပေါ်,kala.pau,3,ကာ|လ|ပေါ်,ka|la.|pau
ကာလပျက်,kala.pyak,3,ကာ|လ|ပျက်,ka|la.|pyak
ကာလဝမ်း,kala.wam:,3,ကာ|လ|ဝမ်း,ka|la.|wam:
ကာလဝမ်း,kala.wam:,3,ကာ|လ|ဝမ်း,ka|la.|wam:
ကာလသား,kala.sa:,3,ကာ|လ|သား,ka|la.|sa:
